station_id,time,cs,fof2,hmF2,foE,MUFD,hF2
AL945,2026-02-05 20:45:00+00:00,80,10.300,33.63,2.65,220.0,252.5
MHJ45,2026-02-05 20:52:30+00:00,65,9.050,31.09,,210.0,245.5
AL945,2026-02-05 20:52:30+00:00,90,10.025,33.19,2.58,220.0,249.2
MHJ45,2026-02-05 21:00:00+00:00,70,9.700,31.18,,212.5,271.3
AL945,2026-02-05 21:00:00+00:00,50,9.875,32.61,2.47,217.5,250.7
AL945,2026-02-05 21:07:30+00:00,90,9.425,31.52,2.47,212.5,241.7
MHJ45,2026-02-05 21:07:30+00:00,60,9.750,31.29,,215.0,261.8
MHJ45,2026-02-05 21:15:00+00:00,70,9.600,31.83,2.03,222.5,257.2
AL945,2026-02-05 21:15:00+00:00,60,8.875,32.48,2.45,212.5,226.7
MHJ45,2026-02-05 21:22:30+00:00,70,9.375,30.88,,217.5,262.7
AL945,2026-02-05 21:22:30+00:00,80,9.477,30.61,2.40,285.0,230.1
AL945,2026-02-05 21:30:00+00:00,40,7.625,29.49,2.40,212.5,212.4
MHJ45,2026-02-05 21:30:00+00:00,65,9.200,29.53,2.03,212.5,265.7
MHJ45,2026-02-05 21:37:30+00:00,70,9.075,29.44,2.05,212.5,270.5
AL945,2026-02-05 21:37:30+00:00,60,8.700,30.84,2.45,212.5,229.8
MHJ45,2026-02-05 21:45:00+00:00,70,8.950,28.74,,215.0,267.7
AL945,2026-02-05 21:45:00+00:00,80,9.138,30.50,2.40,290.0,243.2
MHJ45,2026-02-05 21:52:30+00:00,70,8.875,29.09,,230.0,261.4
AL945,2026-02-05 21:52:30+00:00,60,7.950,29.54,2.22,210.0,222.1
MHJ45,2026-02-05 22:00:00+00:00,70,8.800,28.61,,227.5,262.8
AL945,2026-02-05 22:00:00+00:00,40,8.075,29.32,2.17,210.0,225.9
MHJ45,2026-02-05 22:07:30+00:00,75,8.825,28.36,,242.5,286.8
AL945,2026-02-05 22:07:30+00:00,20,8.407,29.27,2.03,217.5,241.8
MHJ45,2026-02-05 22:15:00+00:00,0,8.800,28.26,,230.0,
AL945,2026-02-05 22:15:00+00:00,60,8.750,29.66,,215.0,250.6
MHJ45,2026-02-05 22:22:30+00:00,70,8.750,27.75,,222.5,288.0
AL945,2026-02-05 22:22:30+00:00,40,8.638,29.22,,257.5,249.9
AL945,2026-02-05 22:30:00+00:00,40,8.507,29.23,,245.0,247.6
MHJ45,2026-02-05 22:30:00+00:00,0,8.725,27.96,,215.0,
MHJ45,2026-02-05 22:37:30+00:00,70,8.600,27.28,,215.0,286.8
AL945,2026-02-05 22:37:30+00:00,40,9.050,30.04,,215.0,266.0
MHJ45,2026-02-05 22:45:00+00:00,70,8.400,26.97,,217.5,279.1
AL945,2026-02-05 22:45:00+00:00,40,9.075,28.93,,220.0,268.1
AL945,2026-02-05 22:52:30+00:00,80,8.863,29.11,,240.0,258.9
MHJ45,2026-02-05 22:52:30+00:00,0,8.175,26.28,,230.0,
AL945,2026-02-05 23:00:00+00:00,60,8.725,28.50,,212.5,263.9
MHJ45,2026-02-05 23:00:00+00:00,0,7.975,25.15,,232.5,
AL945,2026-02-05 23:07:30+00:00,70,7.475,26.46,,220.0,246.7
MHJ45,2026-02-05 23:07:30+00:00,0,7.925,24.58,,110.0,
AL945,2026-02-05 23:15:00+00:00,60,7.125,26.94,,210.0,242.4
MHJ45,2026-02-05 23:15:00+00:00,0,7.775,24.48,,132.5,
AL945,2026-02-05 23:22:30+00:00,60,7.675,27.68,,215.0,250.7
MHJ45,2026-02-05 23:22:30+00:00,0,6.250,22.89,,115.0,
AL945,2026-02-05 23:30:00+00:00,60,7.627,27.32,,225.0,251.4
MHJ45,2026-02-05 23:30:00+00:00,0,7.675,23.66,,104.0,
MHJ45,2026-02-05 23:37:30+00:00,0,7.625,23.73,,220.0,
AL945,2026-02-05 23:37:30+00:00,0,7.625,27.16,,232.5,
MHJ45,2026-02-05 23:45:00+00:00,0,7.400,23.40,,120.0,
AL945,2026-02-05 23:45:00+00:00,60,8.050,27.18,,222.5,263.9
MHJ45,2026-02-05 23:52:30+00:00,0,7.500,23.52,,235.0,
AL945,2026-02-05 23:52:30+00:00,40,7.750,26.16,,232.5,264.4
MHJ45,2026-02-06 00:00:00+00:00,0,7.275,23.07,,133.8,
AL945,2026-02-06 00:00:00+00:00,20,8.150,27.06,,235.0,268.8
MHJ45,2026-02-06 00:07:30+00:00,70,7.150,22.65,,230.0,286.6
AL945,2026-02-06 00:07:30+00:00,40,7.325,25.66,,215.0,252.9
MHJ45,2026-02-06 00:15:00+00:00,0,7.050,22.25,,237.5,
AL945,2026-02-06 00:15:00+00:00,0,7.775,25.30,,222.5,
MHJ45,2026-02-06 00:22:30+00:00,0,6.950,22.09,,237.5,
AL945,2026-02-06 00:22:30+00:00,70,6.700,24.54,,220.0,246.2
MHJ45,2026-02-06 00:30:00+00:00,0,6.700,21.23,,115.0,
AL945,2026-02-06 00:30:00+00:00,60,5.550,21.64,,215.0,234.6
MHJ45,2026-02-06 00:37:30+00:00,0,6.675,20.63,,105.0,
AL945,2026-02-06 00:37:30+00:00,50,7.325,24.51,,217.5,273.6
AL945,2026-02-06 00:45:00+00:00,50,7.375,24.23,,217.5,275.1
MHJ45,2026-02-06 00:45:00+00:00,70,6.625,20.29,,230.0,302.0
AL945,2026-02-06 00:52:30+00:00,50,7.100,23.64,,220.0,272.4
MHJ45,2026-02-06 00:52:30+00:00,70,6.425,19.94,,235.0,301.6
AL945,2026-02-06 01:00:00+00:00,50,6.950,23.62,,222.5,268.5
MHJ45,2026-02-06 01:00:00+00:00,50,6.500,20.45,,252.5,303.4
AL945,2026-02-06 01:07:30+00:00,70,7.000,23.55,,220.0,272.7
MHJ45,2026-02-06 01:07:30+00:00,70,6.500,20.11,,242.5,296.9
AL945,2026-02-06 01:15:00+00:00,0,6.875,22.27,,225.0,271.6
MHJ45,2026-02-06 01:15:00+00:00,70,6.450,20.45,,240.0,289.8
AL945,2026-02-06 01:22:30+00:00,50,6.625,22.76,,220.0,273.5
MHJ45,2026-02-06 01:22:30+00:00,50,6.425,20.19,,242.5,293.3
MHJ45,2026-02-06 01:30:00+00:00,70,6.350,19.94,,242.5,291.8
AL945,2026-02-06 01:30:00+00:00,50,6.425,21.30,,220.0,271.4
MHJ45,2026-02-06 01:37:30+00:00,0,6.400,19.69,,252.5,
AL945,2026-02-06 01:37:30+00:00,70,6.200,21.17,,222.5,262.3
AL945,2026-02-06 01:45:00+00:00,0,6.200,19.16,,225.0,
MHJ45,2026-02-06 01:45:00+00:00,50,6.325,19.69,,245.0,297.2
AL945,2026-02-06 01:52:30+00:00,70,5.625,18.55,,235.0,279.0
MHJ45,2026-02-06 01:52:30+00:00,70,6.275,19.87,,247.5,294.6
AL945,2026-02-06 02:00:00+00:00,40,5.550,18.19,,230.0,280.0
MHJ45,2026-02-06 02:00:00+00:00,70,6.300,19.62,,247.5,302.6
AL945,2026-02-06 02:07:30+00:00,70,5.900,18.22,,235.0,289.5
MHJ45,2026-02-06 02:07:30+00:00,70,6.225,19.52,,242.5,297.9
AL945,2026-02-06 02:15:00+00:00,60,5.700,18.59,,237.5,279.8
MHJ45,2026-02-06 02:15:00+00:00,70,6.150,19.36,,242.5,293.3
MHJ45,2026-02-06 02:22:30+00:00,70,6.150,19.21,,237.5,293.2
AL945,2026-02-06 02:22:30+00:00,70,5.725,18.66,,242.5,286.4
MHJ45,2026-02-06 02:30:00+00:00,45,5.950,19.43,,237.5,283.4
AL945,2026-02-06 02:30:00+00:00,70,5.750,18.67,,240.0,283.7
AL945,2026-02-06 02:37:30+00:00,70,5.775,18.13,,240.0,294.8
MHJ45,2026-02-06 02:37:30+00:00,70,5.875,19.26,,237.5,281.1
AL945,2026-02-06 02:45:00+00:00,70,5.550,18.55,,242.5,280.6
MHJ45,2026-02-06 02:45:00+00:00,50,5.775,18.71,,232.5,276.9
AL945,2026-02-06 02:52:30+00:00,70,5.500,18.02,,242.5,287.0
MHJ45,2026-02-06 02:52:30+00:00,70,5.750,18.36,,230.0,293.1
AL945,2026-02-06 03:00:00+00:00,60,5.775,19.43,,237.5,275.4
MHJ45,2026-02-06 03:00:00+00:00,80,5.725,17.88,,232.5,290.9
MHJ45,2026-02-06 03:07:30+00:00,70,5.525,17.38,,240.0,303.2
AL945,2026-02-06 03:07:30+00:00,70,5.625,18.53,,237.5,276.7
MHJ45,2026-02-06 03:15:00+00:00,70,5.375,16.50,,230.0,287.0
AL945,2026-02-06 03:15:00+00:00,60,5.425,18.19,,232.5,277.6
AL945,2026-02-06 03:22:30+00:00,70,5.450,18.29,,237.5,272.1
MHJ45,2026-02-06 03:22:30+00:00,40,5.450,16.95,,232.5,296.2
AL945,2026-02-06 03:30:00+00:00,70,5.500,18.11,,237.5,274.6
MHJ45,2026-02-06 03:30:00+00:00,40,5.325,16.46,,237.5,298.0
AL945,2026-02-06 03:37:30+00:00,40,5.475,17.02,,235.0,288.0
MHJ45,2026-02-06 03:37:30+00:00,80,5.150,16.32,,235.0,289.7
AL945,2026-02-06 03:45:00+00:00,70,4.950,15.79,,232.5,277.0
MHJ45,2026-02-06 03:45:00+00:00,0,5.125,15.44,,237.5,
AL945,2026-02-06 03:52:30+00:00,70,4.650,15.94,,227.5,261.9
MHJ45,2026-02-06 03:52:30+00:00,80,5.075,14.96,,245.0,308.9
AL945,2026-02-06 04:00:00+00:00,70,4.575,15.11,,232.5,274.6
MHJ45,2026-02-06 04:00:00+00:00,80,4.975,15.09,,242.5,305.3
MHJ45,2026-02-06 04:07:30+00:00,0,4.950,14.61,,242.5,
AL945,2026-02-06 04:07:30+00:00,70,4.600,14.85,,230.0,274.9
MHJ45,2026-02-06 04:15:00+00:00,0,4.850,14.22,,245.0,
AL945,2026-02-06 04:15:00+00:00,0,4.600,13.87,,235.0,
AL945,2026-02-06 04:22:30+00:00,70,4.275,14.02,,250.0,279.3
MHJ45,2026-02-06 04:22:30+00:00,0,4.775,13.91,,250.0,
MHJ45,2026-02-06 04:30:00+00:00,90,4.675,13.70,,257.5,315.1
AL945,2026-02-06 04:30:00+00:00,0,4.375,13.30,,250.0,
AL945,2026-02-06 04:37:30+00:00,70,4.100,12.72,,265.0,302.6
MHJ45,2026-02-06 04:37:30+00:00,90,4.725,13.78,,265.0,334.6
AL945,2026-02-06 04:45:00+00:00,70,4.425,13.33,,252.5,311.7
MHJ45,2026-02-06 04:45:00+00:00,90,4.700,13.65,,270.0,334.2
MHJ45,2026-02-06 04:52:30+00:00,60,4.625,13.62,,272.5,333.6
AL945,2026-02-06 04:52:30+00:00,70,4.325,13.07,,260.0,308.6
AL945,2026-02-06 05:00:00+00:00,0,4.150,12.64,,255.0,
MHJ45,2026-02-06 05:00:00+00:00,70,4.500,13.83,,277.5,311.6
AL945,2026-02-06 05:07:30+00:00,70,4.225,12.60,,275.0,315.8
MHJ45,2026-02-06 05:07:30+00:00,80,4.775,13.57,,277.5,347.0
AL945,2026-02-06 05:15:00+00:00,70,4.100,12.40,,272.5,316.7
MHJ45,2026-02-06 05:15:00+00:00,40,4.750,13.49,,297.5,337.9
AL945,2026-02-06 05:22:30+00:00,60,4.450,12.47,,272.5,338.7
MHJ45,2026-02-06 05:22:30+00:00,50,4.750,13.11,,295.0,352.3
AL945,2026-02-06 05:30:00+00:00,40,4.425,13.81,,275.0,315.5
MHJ45,2026-02-06 05:30:00+00:00,80,4.650,13.44,,275.0,337.8
MHJ45,2026-02-06 05:37:30+00:00,80,4.725,12.96,,315.0,365.1
AL945,2026-02-06 05:45:00+00:00,60,4.075,12.37,,285.0,313.8
MHJ45,2026-02-06 05:45:00+00:00,80,4.650,13.81,,280.0,331.8
AL945,2026-02-06 05:52:30+00:00,70,4.200,12.31,,285.0,322.8
MHJ45,2026-02-06 05:52:30+00:00,80,4.775,13.79,,280.0,329.9
MHJ45,2026-02-06 06:00:00+00:00,70,4.450,13.41,,280.0,330.2
AL945,2026-02-06 06:00:00+00:00,70,4.100,12.34,,282.5,319.8
AL945,2026-02-06 06:07:30+00:00,70,4.000,12.07,,287.5,317.6
MHJ45,2026-02-06 06:07:30+00:00,70,4.525,13.48,,277.5,323.9
AL945,2026-02-06 06:15:00+00:00,40,3.125,10.71,,285.0,281.3
MHJ45,2026-02-06 06:15:00+00:00,70,4.425,13.09,,280.0,331.6
AL945,2026-02-06 06:22:30+00:00,40,3.575,11.49,,307.5,299.9
MHJ45,2026-02-06 06:22:30+00:00,40,4.700,14.01,,275.0,325.1
MHJ45,2026-02-06 06:30:00+00:00,20,4.050,12.85,,287.5,307.2
AL945,2026-02-06 06:30:00+00:00,60,3.725,11.73,,290.0,307.7
MHJ45,2026-02-06 06:37:30+00:00,20,3.525,12.00,,287.5,285.5
AL945,2026-02-06 06:37:30+00:00,70,4.050,11.68,,287.5,334.5
MHJ45,2026-02-06 06:45:00+00:00,70,4.525,13.40,,282.5,326.2
AL945,2026-02-06 06:45:00+00:00,70,4.150,11.85,,305.0,340.8
MHJ45,2026-02-06 06:52:30+00:00,70,4.725,13.60,,290.0,336.2
AL945,2026-02-06 06:52:30+00:00,70,4.350,12.23,,300.0,349.7
MHJ45,2026-02-06 07:00:00+00:00,40,4.475,14.09,,282.5,311.8
AL945,2026-02-06 07:00:00+00:00,70,4.400,13.19,,285.0,323.3
AL945,2026-02-06 07:07:30+00:00,60,3.975,12.91,,272.5,294.7
MHJ45,2026-02-06 07:07:30+00:00,70,4.900,14.30,,267.5,329.9
MHJ45,2026-02-06 07:15:00+00:00,40,5.075,14.64,,292.5,333.0
AL945,2026-02-06 07:15:00+00:00,60,4.375,13.25,,267.5,314.7
MHJ45,2026-02-06 07:22:30+00:00,70,4.750,14.65,,270.0,315.1
MHJ45,2026-02-06 07:30:00+00:00,60,4.500,14.33,,272.5,300.5
AL945,2026-02-06 07:30:00+00:00,60,4.400,12.96,,267.5,327.7
MHJ45,2026-02-06 07:37:30+00:00,70,4.500,13.88,,275.0,316.7
AL945,2026-02-06 07:37:30+00:00,80,4.275,12.37,,270.0,337.3
MHJ45,2026-02-06 07:45:00+00:00,80,4.750,13.86,,285.0,334.6
AL945,2026-02-06 07:45:00+00:00,70,4.175,12.35,,280.0,327.2
AL945,2026-02-06 07:52:30+00:00,80,4.175,12.52,,280.0,326.9
MHJ45,2026-02-06 07:52:30+00:00,50,4.575,13.52,,287.5,349.0
AL945,2026-02-06 08:00:00+00:00,70,4.300,12.56,,277.5,332.5
MHJ45,2026-02-06 08:00:00+00:00,60,4.925,13.61,,292.5,357.2
AL945,2026-02-06 08:07:30+00:00,80,4.300,12.52,,280.0,324.1
MHJ45,2026-02-06 08:07:30+00:00,80,5.075,14.63,,297.5,339.0
MHJ45,2026-02-06 08:15:00+00:00,80,5.150,15.22,,282.5,336.0
AL945,2026-02-06 08:15:00+00:00,70,4.400,12.97,,275.0,322.7
AL945,2026-02-06 08:22:30+00:00,80,4.375,13.31,,267.5,308.1
MHJ45,2026-02-06 08:22:30+00:00,60,5.350,14.73,,275.0,343.9
MHJ45,2026-02-06 08:30:00+00:00,80,5.225,15.65,,275.0,314.8
AL945,2026-02-06 08:30:00+00:00,70,4.325,13.49,,262.5,301.9
MHJ45,2026-02-06 08:37:30+00:00,40,3.975,14.14,,265.0,271.8
AL945,2026-02-06 08:37:30+00:00,80,4.275,12.83,,257.5,315.7
MHJ45,2026-02-06 08:45:00+00:00,70,5.375,16.14,,257.5,312.3
AL945,2026-02-06 08:45:00+00:00,0,4.150,12.23,,260.0,
AL945,2026-02-06 08:52:30+00:00,60,4.050,12.31,,260.0,302.1
MHJ45,2026-02-06 08:52:30+00:00,70,5.325,16.49,,252.5,302.5
AL945,2026-02-06 09:00:00+00:00,0,4.150,12.20,,265.0,
MHJ45,2026-02-06 09:00:00+00:00,80,5.450,17.75,,250.0,293.6
AL945,2026-02-06 09:07:30+00:00,70,4.050,12.45,,265.0,302.7
MHJ45,2026-02-06 09:07:30+00:00,80,5.625,16.89,,245.0,318.3
AL945,2026-02-06 09:15:00+00:00,40,4.075,12.54,,265.0,301.1
MHJ45,2026-02-06 09:15:00+00:00,80,5.575,17.03,,240.0,301.4
AL945,2026-02-06 09:22:30+00:00,40,4.250,13.27,,262.5,315.0
MHJ45,2026-02-06 09:22:30+00:00,80,5.675,17.29,,235.0,309.0
AL945,2026-02-06 09:30:00+00:00,80,4.150,13.13,,257.5,297.4
MHJ45,2026-02-06 09:30:00+00:00,80,5.600,17.46,,232.5,291.7
AL945,2026-02-06 09:37:30+00:00,70,4.100,13.84,,255.0,279.0
MHJ45,2026-02-06 09:37:30+00:00,80,5.625,17.67,,230.0,298.7
AL945,2026-02-06 09:45:00+00:00,40,4.150,13.19,,250.0,282.1
MHJ45,2026-02-06 09:45:00+00:00,80,5.600,17.76,,227.5,287.4
MHJ45,2026-02-06 09:52:30+00:00,80,5.525,17.83,,222.5,273.1
AL945,2026-02-06 09:52:30+00:00,60,4.100,13.75,,247.5,274.8
AL945,2026-02-06 10:00:00+00:00,80,4.200,13.46,,242.5,284.9
MHJ45,2026-02-06 10:00:00+00:00,70,5.550,18.26,,220.0,276.8
AL945,2026-02-06 10:07:30+00:00,70,4.125,13.81,,240.0,275.6
MHJ45,2026-02-06 10:07:30+00:00,80,5.300,18.20,,215.0,251.1
AL945,2026-02-06 10:15:00+00:00,80,4.425,13.82,,237.5,286.4
MHJ45,2026-02-06 10:15:00+00:00,80,5.100,17.13,,210.0,253.7
MHJ45,2026-02-06 10:22:30+00:00,0,5.125,16.25,,205.0,
AL945,2026-02-06 10:22:30+00:00,70,4.150,14.39,,235.0,260.7
MHJ45,2026-02-06 10:30:00+00:00,0,4.825,16.23,,205.0,
AL945,2026-02-06 10:30:00+00:00,70,4.350,14.12,,227.5,269.0
AL945,2026-02-06 10:37:30+00:00,70,3.925,13.57,,222.5,254.5
MHJ45,2026-02-06 10:37:30+00:00,60,5.175,17.22,,212.5,265.8
AL945,2026-02-06 10:45:00+00:00,0,3.875,12.68,,222.5,
MHJ45,2026-02-06 10:45:00+00:00,60,4.850,16.71,,220.0,256.1
AL945,2026-02-06 10:52:30+00:00,0,3.775,12.38,,227.5,
MHJ45,2026-02-06 10:52:30+00:00,60,4.750,16.08,,220.0,265.9
AL945,2026-02-06 11:00:00+00:00,70,3.675,12.80,,252.5,259.9
MHJ45,2026-02-06 11:00:00+00:00,80,4.900,16.94,,220.0,254.6
AL945,2026-02-06 11:07:30+00:00,60,3.600,12.33,,225.0,264.6
MHJ45,2026-02-06 11:07:30+00:00,90,4.750,16.91,,217.5,246.1
MHJ45,2026-02-06 11:15:00+00:00,70,4.600,16.59,,207.5,236.9
AL945,2026-02-06 11:15:00+00:00,70,3.675,12.42,,227.5,258.3
MHJ45,2026-02-06 11:22:30+00:00,60,4.350,16.11,,200.0,223.9
AL945,2026-02-06 11:22:30+00:00,20,3.375,12.23,,225.0,245.6
MHJ45,2026-02-06 11:30:00+00:00,90,4.350,14.39,,197.5,252.3
AL945,2026-02-06 11:30:00+00:00,70,3.375,11.53,,227.5,255.0
MHJ45,2026-02-06 11:37:30+00:00,70,4.400,15.16,,205.0,245.4
AL945,2026-02-06 11:37:30+00:00,70,3.275,11.70,,210.0,237.5
AL945,2026-02-06 11:45:00+00:00,70,3.000,10.04,,232.5,265.8
MHJ45,2026-02-06 11:45:00+00:00,70,4.950,16.19,,210.0,274.3
MHJ45,2026-02-06 11:52:30+00:00,90,5.250,18.02,,215.0,242.6
AL945,2026-02-06 11:52:30+00:00,40,2.800,10.39,,235.0,236.8
AL945,2026-02-06 12:00:00+00:00,60,2.825,9.86,,230.0,251.0
MHJ45,2026-02-06 12:00:00+00:00,90,5.325,18.78,,207.5,235.0
AL945,2026-02-06 12:07:30+00:00,40,2.600,9.39,,250.0,239.2
MHJ45,2026-02-06 12:07:30+00:00,70,5.800,20.03,,207.5,241.0
MHJ45,2026-02-06 12:15:00+00:00,40,6.450,21.27,,207.5,259.4
AL945,2026-02-06 12:22:30+00:00,70,3.488,11.48,,278.8,264.2
MHJ45,2026-02-06 12:22:30+00:00,70,6.525,22.24,,202.5,242.4
AL945,2026-02-06 12:30:00+00:00,70,3.975,12.61,,230.0,282.7
MHJ45,2026-02-06 12:30:00+00:00,70,6.975,24.75,,205.0,233.6
AL945,2026-02-06 12:37:30+00:00,40,3.700,13.89,,210.0,217.8
MHJ45,2026-02-06 12:37:30+00:00,70,7.200,26.22,,207.5,222.1
AL945,2026-02-06 12:45:00+00:00,90,4.350,15.28,,210.0,233.2
MHJ45,2026-02-06 12:45:00+00:00,70,7.325,26.57,2.05,202.5,219.8
AL945,2026-02-06 12:52:30+00:00,70,4.950,16.71,,212.5,241.6
MHJ45,2026-02-06 12:52:30+00:00,70,7.375,26.06,2.22,205.0,223.3
AL945,2026-02-06 13:00:00+00:00,90,5.300,19.07,,212.5,228.1
MHJ45,2026-02-06 13:00:00+00:00,70,7.900,26.79,,207.5,241.2
AL945,2026-02-06 13:07:30+00:00,90,5.938,21.62,,250.0,229.6
MHJ45,2026-02-06 13:07:30+00:00,40,8.050,28.08,,207.5,234.5
AL945,2026-02-06 13:15:00+00:00,80,5.750,21.02,,197.5,222.3
MHJ45,2026-02-06 13:15:00+00:00,70,8.575,29.75,,210.0,236.0
AL945,2026-02-06 13:22:30+00:00,70,6.050,21.28,,202.5,229.7
MHJ45,2026-02-06 13:22:30+00:00,70,8.800,31.46,2.53,215.0,227.3
MHJ45,2026-02-06 13:30:00+00:00,70,8.750,31.14,2.53,210.0,229.7
AL945,2026-02-06 13:30:00+00:00,90,6.350,22.11,,202.5,231.5
MHJ45,2026-02-06 13:37:30+00:00,90,8.750,30.57,2.53,207.5,226.3
AL945,2026-02-06 13:37:30+00:00,90,7.025,23.60,,205.0,245.8
AL945,2026-02-06 13:45:00+00:00,20,6.550,24.69,,207.5,218.9
MHJ45,2026-02-06 13:45:00+00:00,40,7.850,30.11,,217.5,203.1
MHJ45,2026-02-06 13:52:30+00:00,70,8.775,30.68,2.65,212.5,224.8
AL945,2026-02-06 13:52:30+00:00,90,7.988,27.29,2.22,172.5,237.9
AL945,2026-02-06 14:00:00+00:00,80,8.588,29.68,2.17,217.5,239.0
MHJ45,2026-02-06 14:00:00+00:00,50,8.800,30.33,,212.5,230.8
MHJ45,2026-02-06 14:07:30+00:00,20,7.600,29.39,,212.5,203.5
AL945,2026-02-06 14:07:30+00:00,90,8.688,30.69,2.47,205.0,232.2
MHJ45,2026-02-06 14:15:00+00:00,40,7.600,28.75,2.83,205.0,209.4
AL945,2026-02-06 14:15:00+00:00,0,8.550,31.55,2.47,220.0,
MHJ45,2026-02-06 14:22:30+00:00,60,9.675,33.94,2.88,200.0,239.1
AL945,2026-02-06 14:22:30+00:00,0,9.425,32.43,2.58,217.5,
MHJ45,2026-02-06 14:30:00+00:00,40,10.488,36.30,2.95,272.5,239.6
AL945,2026-02-06 14:30:00+00:00,0,9.825,33.47,2.63,287.5,
MHJ45,2026-02-06 14:37:30+00:00,90,11.000,36.90,2.95,217.5,244.6
AL945,2026-02-06 14:37:30+00:00,65,9.888,34.99,2.67,255.0,230.1
MHJ45,2026-02-06 14:45:00+00:00,70,11.125,37.75,2.95,200.0,247.7
AL945,2026-02-06 14:45:00+00:00,0,10.425,36.24,2.72,217.5,
AL945,2026-02-06 14:52:30+00:00,85,10.838,36.92,2.70,187.5,245.2
MHJ45,2026-02-06 14:52:30+00:00,90,11.175,38.31,3.03,227.5,238.6
MHJ45,2026-02-06 15:00:00+00:00,70,11.150,36.96,3.03,225.0,244.5
AL945,2026-02-06 15:00:00+00:00,95,10.700,36.65,2.70,210.0,239.2
MHJ45,2026-02-06 15:07:30+00:00,90,11.150,37.50,3.00,222.5,242.2
AL945,2026-02-06 15:07:30+00:00,40,10.927,37.70,2.75,145.0,235.9
MHJ45,2026-02-06 15:15:00+00:00,90,11.275,37.58,3.08,217.5,245.7
AL945,2026-02-06 15:15:00+00:00,40,10.400,39.17,2.85,205.0,221.9
MHJ45,2026-02-06 15:22:30+00:00,90,11.300,38.06,3.10,215.0,247.7
AL945,2026-02-06 15:22:30+00:00,60,10.375,38.42,2.75,225.0,213.9
MHJ45,2026-02-06 15:30:00+00:00,90,11.500,38.21,3.03,215.0,252.7
AL945,2026-02-06 15:30:00+00:00,0,10.425,35.08,2.90,555.0,
AL945,2026-02-06 15:37:30+00:00,0,,,2.85,,
MHJ45,2026-02-06 15:37:30+00:00,90,11.600,39.03,2.92,217.5,246.7
MHJ45,2026-02-06 15:45:00+00:00,70,11.700,39.40,3.13,217.5,247.2
AL945,2026-02-06 15:45:00+00:00,90,11.225,37.18,2.90,215.0,246.2
AL945,2026-02-06 15:52:30+00:00,70,11.400,38.67,2.90,210.0,243.5
MHJ45,2026-02-06 15:52:30+00:00,65,11.650,39.12,3.13,212.5,245.6
MHJ45,2026-02-06 16:00:00+00:00,90,11.650,38.31,,210.0,254.5
AL945,2026-02-06 16:00:00+00:00,90,11.650,39.78,2.97,205.0,243.5
AL945,2026-02-06 16:07:30+00:00,95,11.588,40.06,3.03,222.5,236.5
MHJ45,2026-02-06 16:07:30+00:00,90,11.450,39.20,3.17,217.5,237.3
AL945,2026-02-06 16:15:00+00:00,60,11.400,39.34,3.03,207.5,233.9
MHJ45,2026-02-06 16:15:00+00:00,90,11.550,38.31,3.13,212.5,250.3
MHJ45,2026-02-06 16:22:30+00:00,70,11.425,37.32,3.03,205.0,253.1
AL945,2026-02-06 16:22:30+00:00,90,11.088,37.31,2.83,215.0,237.8
AL945,2026-02-06 16:30:00+00:00,70,11.400,38.58,3.00,205.0,250.1
MHJ45,2026-02-06 16:30:00+00:00,90,11.525,37.13,,225.0,259.3
MHJ45,2026-02-06 16:37:30+00:00,90,11.588,38.33,3.17,257.5,259.4
AL945,2026-02-06 16:37:30+00:00,85,11.450,38.68,2.88,152.5,245.1
AL945,2026-02-06 16:45:00+00:00,90,11.238,37.13,3.08,222.5,254.1
MHJ45,2026-02-06 16:45:00+00:00,70,11.625,39.03,,200.0,251.2
AL945,2026-02-06 16:52:30+00:00,90,11.213,36.63,3.17,212.5,250.4
MHJ45,2026-02-06 16:52:30+00:00,70,11.675,39.49,3.10,207.5,243.4
AL945,2026-02-06 17:00:00+00:00,70,11.575,37.77,3.17,205.0,260.0
MHJ45,2026-02-06 17:00:00+00:00,90,11.500,38.78,3.15,230.0,243.2
AL945,2026-02-06 17:07:30+00:00,90,11.775,39.47,3.15,207.5,254.5
MHJ45,2026-02-06 17:07:30+00:00,70,11.075,37.06,,222.5,243.5
MHJ45,2026-02-06 17:15:00+00:00,90,10.850,36.47,,220.0,241.9
AL945,2026-02-06 17:15:00+00:00,95,11.750,39.50,3.13,205.0,250.8
AL945,2026-02-06 17:22:30+00:00,95,11.700,39.51,3.03,215.0,245.6
MHJ45,2026-02-06 17:22:30+00:00,40,9.625,35.86,,217.5,216.6
AL945,2026-02-06 17:30:00+00:00,70,11.725,39.63,3.10,220.0,252.5
MHJ45,2026-02-06 17:30:00+00:00,90,10.475,34.34,,215.0,246.7
MHJ45,2026-02-06 17:37:30+00:00,90,10.413,33.13,,217.5,264.5
AL945,2026-02-06 17:37:30+00:00,95,11.325,37.85,3.05,162.5,249.9
AL945,2026-02-06 17:45:00+00:00,95,10.875,36.37,3.17,220.0,246.0
MHJ45,2026-02-06 17:45:00+00:00,60,10.450,32.84,,210.0,269.6
MHJ45,2026-02-06 17:52:30+00:00,60,10.475,32.35,,222.5,269.4
AL945,2026-02-06 17:52:30+00:00,90,10.700,34.03,3.05,202.5,256.0
AL945,2026-02-06 18:00:00+00:00,75,10.925,33.98,2.85,197.5,268.1
MHJ45,2026-02-06 18:00:00+00:00,90,10.450,32.92,,200.0,262.0
